,job_id,industry_id
738,3693041825,51
739,3693041825,48
740,3693041825,62
741,3693041833,104
742,3693041864,122
743,3693041882,43
744,3693041884,96
745,3693041892,43
746,3693041894,23
747,3693041907,84
748,3693041907,96
749,3693041908,9
750,3693041909,6
751,3693041909,1
752,3693041909,84
753,3693041910,25
754,3693041913,92
755,3693041916,88
756,3693041917,124
757,3693041918,19
758,3693041922,104
759,3693041924,11
760,3693041925,80
761,3693041926,23
762,3693041926,34
763,3693041929,96
764,3693041929,4
765,3693041929,118
766,3693041930,24
767,3693041930,112
768,3693041933,4
769,3693041934,75
770,3693041937,96
771,3693041945,53
772,3693041949,96
773,3693041955,109
774,3693041956,34
775,3693041960,96
776,3693041970,43
777,3693041982,14
778,3693041983,112
779,3693041989,14
780,3693041990,43
781,3693041994,18
782,3693041997,53
783,3693042031,7
784,3693042696,24
785,3693042760,146
786,3693042761,146
787,3693042772,146
788,3693042844,43
789,3693042889,56
790,3693042908,104
791,3693042908,14
792,3693042908,139
793,3693042911,86
794,3693042936,104
795,3693042936,1
796,3693042937,41
797,3693042938,104
798,3693042938,91
799,3693042942,86
800,3693042944,96
801,3693042945,9
802,3693042949,96
803,3693042951,96
804,3693042954,43
805,3693042960,46
806,3693042960,43
807,3693042962,104
808,3693042964,80
809,3693042966,14
810,3693042971,104
811,3693042971,137
812,3693042971,14
813,3693042974,42
814,3693042974,14
815,3693042975,47
816,3693042977,32
817,3693042977,23
818,3693042977,34
819,3693042981,100
820,3693042983,104
821,3693042984,96
822,3693042988,104
823,3693043308,4
824,3693043469,146
825,3693043608,53
826,3693043623,57
827,3693043623,54
828,3693043623,86
829,3693043626,148
830,3693043649,57
831,3693043650,43
832,3693043652,96
833,3693043655,69
834,3693043655,68
835,3693043658,148
836,3693043661,104
837,3693043664,96
838,3693043667,41
839,3693043667,43
840,3693043669,80
841,3693043675,84
842,3693043676,96
843,3693043682,89
844,3693043685,25
845,3693043687,56
846,3693043688,49
847,3693043688,48
848,3693043688,116
849,3693043689,104
850,3693043690,137
851,3693043692,53
852,3693043695,34
853,3693043696,96
854,3693043696,4
855,3693043696,6
856,3693043697,137
857,3693043698,4
858,3693043698,6
859,3693043698,96
860,3693043699,96
861,3693043700,27
862,3693043702,34
863,3693043702,23
864,3693043705,137
865,3693043717,75
866,3693043717,148
867,3693043719,27
868,3693043721,116
869,3693043722,98
870,3693043723,53
871,3693043725,31
872,3693043725,32
873,3693043725,34
874,3693043727,96
875,3693043727,4
876,3693043727,80
877,3693043729,96
878,3693043732,69
879,3693043732,67
880,3693043732,68
881,3693043736,57
882,3693043740,96
883,3693043740,41
884,3693043740,102
885,3693043742,96
886,3693043743,96
887,3693043745,84
888,3693043746,96
889,3693043747,31
890,3693043747,110
891,3693043747,23
892,3693043750,96
893,3693043756,30
894,3693043757,36
895,3693043758,67
896,3693043777,100
897,3693043781,1
898,3693043806,19
899,3693043812,14
900,3693043812,124
901,3693043812,96
902,3693043815,27
903,3693043836,139
904,3693043836,14
905,3693043839,96
906,3693043839,22
907,3693043840,96
908,3693043842,96
909,3693043843,104
910,3693043845,32
911,3693043847,96
912,3693043848,94
913,3693043848,52
914,3693043848,1
915,3693043849,42
916,3693043850,99
917,3693043851,96
918,3693043852,17
919,3693043855,44
920,3693043859,17
921,3693043870,96
922,3693043876,14
923,3693043878,96
924,3693043881,96
925,3693043881,24
926,3693043881,28
927,3693043883,96
928,3693043884,124
929,3693043889,135
930,3693043890,104
931,3693043890,53
932,3693043890,112
933,3693043892,96
934,3693043892,92
935,3693043900,104
936,3693043902,96
937,3693043905,47
938,3693043908,104
939,3693043911,96
940,3693043912,17
941,3693043913,83
942,3693043914,81
943,3693043918,96
944,3693043922,26
945,3693043925,96
946,3693043925,15
947,3693043925,14
948,3693043927,68
949,3693043932,96
950,3693043933,96
951,3693043934,96
952,3693043936,42
953,3693043945,44
954,3693043945,46
955,3693043945,43
956,3693043949,96
957,3693043951,96
958,3693043952,96
959,3693043956,36
960,3693043956,97
961,3693043956,80
962,3693043958,14
963,3693043958,104
964,3693043959,137
965,3693043959,14
966,3693043961,96
967,3693043964,96
968,3693043967,104
969,3693043969,12
970,3693043969,15
971,3693043970,1
972,3693043970,135
973,3693043975,96
974,3693043976,44
975,3693043979,96
976,3693044240,100
977,3693044246,40
978,3693044248,83
979,3693044250,15
980,3693044251,39
981,3693044267,96
982,3693044269,8
983,3693044271,100
984,3693044273,9
985,3693044273,10
986,3693044277,11
987,3693044281,9
988,3693044295,96
989,3693044297,96
990,3693044299,104
991,3693044299,25
992,3693044299,96
993,3693044300,144
994,3693044307,91
995,3693044309,11
996,3693044310,96
997,3693044312,31
998,3693044313,96
999,3693044317,96
1000,3693044318,96
1001,3693044321,104
1002,3693044322,43
1003,3693044324,96
1004,3693044326,147
1005,3693044327,9
1006,3693044327,10
1007,3693044338,104
1008,3693044339,28
1009,3693044340,6
1010,3693044344,104
1011,3693044347,96
1012,3693044348,86
1013,3693044349,9
1014,3693044349,10
1015,3693044351,100
1016,3693044356,11
1017,3693044359,96
1018,3693044361,96
1019,3693044363,42
1020,3693044369,96
1021,3693044376,14
1022,3693044380,27
1023,3693044380,25
1024,3693044380,43
1025,3693044405,104
1026,3693044405,96
1027,3693044419,96
1028,3693044419,22
1029,3693044420,18
1030,3693044422,27
1031,3693044436,13
1032,3693044436,14
1033,3693044437,56
1034,3693044439,96
1035,3693044442,4
1036,3693044446,146
1037,3693044448,104
1038,3693044453,96
1039,3693044456,47
1040,3693044457,96
1041,3693044461,23
1042,3693044463,9
1043,3693044468,14
1044,3693044471,94
1045,3693044471,1
1046,3693044471,52
1047,3693044473,4
1048,3693044473,118
1049,3693044473,96
1050,3693044477,42
1051,3693044478,27
1052,3693044479,137
1053,3693044480,15
1054,3693044481,68
1055,3693044481,104
1056,3693044481,100
1057,3693044482,14
1058,3693044487,30
1059,3693044488,104
1060,3693044489,96
1061,3693044491,15
1062,3693044497,4
1063,3693044499,47
1064,3693044503,95
1065,3693044517,92
1066,3693044528,96
1067,3693044529,68
1068,3693044530,137
1069,3693044532,96
1070,3693044534,96
1071,3693044535,122
1072,3693044539,104
1073,3693044540,69
1074,3693044544,123
1075,3693044545,107
1076,3693044547,1
1077,3693044547,112
1078,3693044549,40
1079,3693044551,19
1080,3693044556,56
1081,3693044556,54
1082,3693044556,49
1083,3693044557,124
1084,3693044558,14
1085,3693044565,90
1086,3693044565,85
1087,3693044568,106
1088,3693044572,96
1089,3693044572,33
1090,3693044575,68
1091,3693044575,101
1092,3693044575,131
1093,3693044578,75
1094,3693044608,96
1095,3693044634,11
1096,3693044634,96
1097,3693044634,123
1098,3693044635,100
1099,3693044636,137
1100,3693044644,27
1101,3693044647,27
1102,3693044647,80
1103,3693044649,94
1104,3693044650,41
1105,3693044650,43
1106,3693044652,59
1107,3693044658,14
1108,3693044662,4
1109,3693044669,80
1110,3693044673,18
1111,3693044677,104
1112,3693044685,44
1113,3693044699,104
1114,3693044699,14
1115,3693044700,17
1116,3693044705,49
1117,3693044705,48
1118,3693044705,116
1119,3693044709,97
1120,3693044714,18
1121,3693044725,11
1122,3693044725,137
1123,3693044725,132
1124,3693044727,80
1125,3693044736,146
1126,3693044738,47
1127,3693044739,33
1128,3693044739,132
1129,3693044740,96
1130,3693044741,137
1131,3693044744,125
1132,3693044744,124
1133,3693044745,48
1134,3693044748,75
1135,3693044760,41
1136,3693044762,42
1137,3693044765,70
1138,3693044768,44
1139,3693044773,104
1140,3693044800,27
1141,3693044803,96
1142,3693044806,104
1143,3693044807,27
1144,3693044808,96
1145,3693044809,41
1146,3693044809,45
1147,3693044809,43
1148,3693044813,96
1149,3693044813,118
1150,3693044814,96
1151,3693044816,46
1152,3693044819,96
1153,3693044827,9
1154,3693044827,10
1155,3693044828,96
1156,3693044837,63
1157,3693044837,57
1158,3693044845,135
1159,3693044845,48
1160,3693044861,125
1161,3693044861,25
1162,3693044865,96
1163,3693044866,9
1164,3693044873,104
1165,3693044878,104
1166,3693044888,57
1167,3693044890,15
1168,3693044890,14
1169,3693044891,96
1170,3693044911,96
1171,3693044912,96
1172,3693044914,112
1173,3693044914,147
1174,3693044915,14
1175,3693044917,41
1176,3693044917,45
1177,3693044919,53
1178,3693044919,112
1179,3693044920,96
1180,3693044924,68
1181,3693044925,104
1182,3693044929,96
1183,3693044931,49
1184,3693044933,83
1185,3693044949,69
1186,3693044955,31
1187,3693044955,34
1188,3693044955,68
1189,3693044962,138
1190,3693044962,55
1191,3693044962,135
1192,3693044964,4
1193,3693044964,96
1194,3693044968,48
1195,3693044969,6
1196,3693044975,123
1197,3693044982,53
1198,3693044984,6
1199,3693044985,96
1200,3693044986,8
1201,3693044986,119
1202,3693044990,19
1203,3693044996,44
1204,3693044997,44
1205,3693044999,43
1206,3693045025,40
1207,3693045062,146
1208,3693045160,43
1209,3693045172,96
1210,3693045179,112
1211,3693045179,53
1212,3693045185,96
1213,3693045185,43
1214,3693045190,47
1215,3693045191,104
1216,3693045195,133
1217,3693045212,96
1218,3693045215,15
1219,3693045216,42
1220,3693045216,47
1221,3693045220,34
1222,3693045222,14
1223,3693045226,9
1224,3693045229,96
1225,3693045232,19
1226,3693045232,28
1227,3693045232,6
1228,3693045236,96
1229,3693045236,15
1230,3693045236,12
1231,3693045237,30
1232,3693045238,96
1233,3693045240,25
1234,3693045240,34
1235,3693045240,23
1236,3693045241,104
1237,3693045241,28
1238,3693045241,33
1239,3693045242,28
1240,3693045248,104
1241,3693045251,4
1242,3693045253,42
1243,3693045257,116
1244,3693045257,48
1245,3693045259,43
1246,3693045259,96
1247,3693045259,41
1248,3693045260,14
1249,3693045264,34
1250,3693045269,14
1251,3693045275,54
1252,3693045279,96
1253,1928027033,48
1254,3099261661,135
1255,3557311439,17
1256,3640739067,42
1257,3653922092,141
1258,3674585247,56
1259,3683918914,48
1260,3683926341,48
1261,3687024983,96
1262,3688980245,48
1263,3689674972,48
1264,3689687080,48
1265,3693045282,14
1266,3693045283,68
1267,3693045284,42
1268,3693045288,9
1269,3693045288,10
1270,3693045289,100
1271,3693045291,47
1272,3693045292,59
1273,3693045295,41
1274,3693045295,45
1275,3693045296,48
1276,3693045304,25
1277,3693045304,6
1278,3693045305,69
1279,3693045306,42
1280,3693045307,43
1281,3693045309,104
1282,3693045309,96
1283,3693045318,4
1284,3693045346,44
1285,3693045365,96
1286,3693045366,135
1287,3693045370,11
1288,3693045371,55
1289,3693045375,4
1290,3693045378,48
1291,3693045378,57
1292,3693045379,27
1293,3693045381,17
1294,3693045385,92
1295,3693045386,8
1296,3693045389,50
1297,3693045396,96
1298,3693045397,138
1299,3693045402,56
1300,3693045405,96
1301,3693045406,47
1302,3693045413,96
1303,3693045422,43
1304,3693045426,4
1305,3693045428,43
1306,3693045432,26
1307,3693045435,42
1308,3693045439,96
1309,3693045448,127
1310,3693045448,109
1311,3693045456,86
1312,3693045463,43
1313,3693045464,48
1314,3693045464,128
1315,3693045465,96
1316,3693045467,96
1317,3693045468,96
1318,3693045472,100
1319,3693045476,8
1320,3693045477,99
1321,3693045477,50
1322,3693045477,48
1323,3693045479,45
1324,3693045486,116
1325,3693045487,75
1326,3693045490,100
1327,3693045493,12
1328,3693045494,104
1329,3693045496,44
1330,3693045498,122
1331,3693045500,11
1332,3693045501,48
1333,3693045501,57
1334,3693045502,96
1335,3693045504,104
1336,3693045504,128
1337,3693045504,44
1338,3693045505,27
1339,3693045505,19
1340,3693045541,13
1341,3693045576,41
1342,3693045576,43
1343,3693045586,43
1344,3693045590,4
1345,3693045594,96
1346,3693045594,33
1347,3693045598,53
1348,3693045598,4
1349,3693045598,3
1350,3693045603,96
1351,3693045614,59
1352,3693045619,80
1353,3693045620,14
1354,3693045623,59
1355,3693045629,96
1356,3693045630,59
1357,3693045631,14
1358,3693045636,104
1359,3693045644,124
1360,3693045657,126
1361,3693045665,17
1362,3693045665,15
1363,3693045665,52
1364,3693045672,43
1365,3693045676,96
1366,3693045680,96
1367,3693045681,104
1368,3693045682,96
1369,3693045683,17
1370,3693045684,96
1371,3693045688,61
1372,3693045701,104
1373,3693045703,100
1374,3693045705,96
1375,3693045706,48
1376,3693045710,6
1377,3693045711,104
1378,3693045715,14
1379,3693045716,116
1380,3693045716,112
1381,3693045720,4
1382,3693045720,96
1383,3693045721,96
1384,3693045742,14
1385,3693045745,96
1386,3693045753,104
1387,3693045755,75
1388,3693045756,104
1389,3693045762,135
1390,3693045775,96
1391,3693045777,25
1392,3693045780,96
1393,3693045781,96
1394,3693045784,53
1395,3693045785,104
1396,3693045785,94
1397,3693045793,96
1398,3693045799,96
1399,3693045800,59
1400,3693045810,96
1401,3693045814,56
1402,3693045819,80
1403,3693045841,50
1404,3693045841,27
1405,3693045843,96
1406,3693045845,104
1407,3693045847,54
1408,3693045866,11
1409,3693045868,118
1410,3693045873,44
1411,3693045874,86
1412,3693045876,41
1413,3693045890,104
1414,3693045892,24
1415,3693045892,4
1416,3693045896,19
1417,3693045898,104
1418,3693045903,96
1419,3693045904,96
1420,3693045905,14
1421,3693045914,41
1422,3693045914,45
1423,3693045914,43
1424,3693045918,96
1425,3693045921,14
1426,3693045933,31
1427,3693045940,96
1428,3693045946,88
1429,3693045947,4
1430,3693045953,48
1431,3693045955,147
1432,3693045955,17
1433,3693045955,15
1434,3693045957,52
1435,3693045957,94
1436,3693045959,104
1437,3693045960,4
1438,3693045963,118
1439,3693045971,53
1440,3693045974,14
1441,3693045977,104
1442,3693045978,116
1443,3693045978,49
1444,3693045981,33
1445,3693045991,17
1446,3693045997,59
1447,3693045998,44
1448,3693045999,44
1449,3693046040,96
1450,3693046070,129
1451,3693046077,96
1452,3693046079,96
1453,3693046080,10
1454,3693046080,43
1455,3693046081,52
1456,3693046081,94
1457,3693046082,52
1458,3693046082,94
1459,3693046086,49
1460,3693046103,96
1461,3693046104,40
1462,3693046105,96
1463,3693046106,106
1464,3693046109,53
1465,3693046110,47
1466,3693046111,92
1467,3693046112,14
1468,3693046116,19
1469,3693046118,25
1470,3693046119,12
1471,3693046119,15
1472,3693046120,104
1473,3693046122,104
1474,3693046126,44
1475,3693046127,14
1476,3693046128,9
1477,3693046131,143
1478,3693046131,27
1479,3693046138,92
1480,3693046140,104
1481,3693046142,44
1482,3693046144,23
1483,3693046145,104
1484,3693046147,25
1485,3693046148,32
1486,3693046148,34
1487,3693046149,47
1488,3693046152,96
1489,3693046153,89
1490,3693046155,96
1491,3693046159,11
1492,3693046160,112
1493,3693046164,104
1494,3693046164,14
1495,3693046164,15
1496,3693046169,11
